Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","670","Saint-Vincent-et-les Grenadines","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","153.24","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","882","Samoa","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","398.84","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","678","Sao Tomé-et-Principe","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","728","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","686","Sénégal","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","95054","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","688","Serbie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","85018","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","690","Seychelles","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","633.14","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","694","Sierra Leone","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","15300","E","Valeur estimée",""
"QCL","Cultures et produits animaux","702","Singapour","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","74749.55","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","703","Slovaquie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","69656","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","705","Slovénie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","63383","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","706","Somalie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","3873.67","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","729","Soudan","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","68000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","728","Soudan du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","31335.39","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","144","Sri Lanka","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","200980","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","752","Suède","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","152500","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","756","Suisse","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","90103","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","740","Suriname","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","9129","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","762","Tadjikistan","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","6828.7","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","148","Tchad","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","6172.4","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","203","Tchéquie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","151981","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","764","Thaïlande","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","1659115.62","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","626","Timor-Leste","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","907.51","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","768","Togo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","18432","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","776","Tonga","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","282.78","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","780","Trinité-et-Tobago","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","63907","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","788","Tunisie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","138800","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","792","Türkiye","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","2136734.37","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","795","Turkménistan","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","20953.46","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","798","Tuvalu","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","60.45","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","804","Ukraine","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","1184700","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","858","Uruguay","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","74428","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","548","Vanuatu","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","679.22","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","862","Venezuela (République bolivarienne du)","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","462413","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","704","Viet Nam","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","786353.68","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","887","Yémen","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","168628.27","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","894","Zambie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","47420.58","I","Valeur imputée par une agence réceptrice",""
"QCL","Cultures et produits animaux","716","Zimbabwe","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","92118.47","I","Valeur imputée par une agence réceptrice",""
